YEAR	SITE	SITE_YR	PLOT_GL	Block	PLOT	GENO	ECOTYPE	TIME_SET	ADJ_FULL_JD	BIOMASS_AVG_Mg_ha	DLY7_PRCP_Totals	DLY7_TMAX_Avg	DLY7_TMIN_Avg	DLY7_Pen_PET	DLY14_PRCP_Totals	DLY14_TMAX_Avg	DLY14_TMIN_Avg	DLY14_Pen_PET	DLY30_PRCP_Totals	DLY30_TMAX_Avg	DLY30_TMIN_Avg	DLY30_Pen_PET	DLY60_PRCP_Totals	DLY60_TMAX_Avg	DLY60_TMIN_Avg	DLY60_Pen_PET	DLY90_PRCP_Totals	DLY90_TMAX_Avg	DLY90_TMIN_Avg	DLY90_Pen_PET	DLY120_PRCP_Totals	DLY120_TMAX_Avg	DLY120_TMIN_Avg	DLY120_Pen_PET	DLY150_PRCP_Totals	DLY150_TMAX_Avg	DLY150_TMIN_Avg	DLY150_Pen_PET	DLY180_PRCP_Totals	DLY180_TMAX_Avg	DLY180_TMIN_Avg	DLY180_Pen_PET	DLY210_PRCP_Totals	DLY210_TMAX_Avg	DLY210_TMIN_Avg	DLY210_Pen_PET	DLY240_PRCP_Totals	DLY240_TMAX_Avg	DLY240_TMIN_Avg	DLY240_Pen_PET	DLY270_PRCP_Totals	DLY270_TMAX_Avg	DLY270_TMIN_Avg	DLY270_Pen_PET	DLY365_PRCP_Totals	DLY365_TMAX_Avg	DLY365_TMIN_Avg	DLY365_Pen_PET
Y2019	IL	IL_19	IL.2A	IL.2	2A	Alamo	Lowlands	Harvest	IL119322	7.145678092	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.2B	IL.2	2B	Kanlow	Lowlands	Harvest	IL119322	12.86944194	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.2C	IL.2	2C	Carthage	Hybrids	Harvest	IL119322	13.22605081	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.2D	IL.2	2D	CIR	Uplands	Harvest	IL119322	11.58983184	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.2E	IL.2	2E	Blackwell	Uplands	Harvest	IL119322	11.17457452	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.2F	IL.2	2F	Liberty	Hybrids	Harvest	IL119322	15.46551499	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.3A	IL.3	3A	Blackwell	Uplands	Harvest	IL119322	12.49459613	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.3B	IL.3	3B	CIR	Uplands	Harvest	IL119322	12.25759069	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.3C	IL.3	3C	Liberty	Hybrids	Harvest	IL119322	14.11801483	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.3D	IL.3	3D	Alamo	Lowlands	Harvest	IL119322	4.96551958	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.3E	IL.3	3E	Kanlow	Lowlands	Harvest	IL119322	12.57700325	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.3F	IL.3	3F	Carthage	Hybrids	Harvest	IL119322	13.73894931	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.4A	IL.4	4A	CIR	Uplands	Harvest	IL119322	10.72336489	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.4B	IL.4	4B	Alamo	Lowlands	Harvest	IL119322	5.248076719	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.4C	IL.4	4C	Kanlow	Lowlands	Harvest	IL119322	15.21151535	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.4D	IL.4	4D	Liberty	Hybrids	Harvest	IL119322	11.97640892	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.4E	IL.4	4E	Carthage	Hybrids	Harvest	IL119322	12.05998067	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.4F	IL.4	4F	Blackwell	Uplands	Harvest	IL119322	13.68602951	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.5A	IL.5	5A	Kanlow	Lowlands	Harvest	IL119322	13.33027974	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.5B	IL.5	5B	Liberty	Hybrids	Harvest	IL119322	12.92221093	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.5C	IL.5	5C	Blackwell	Uplands	Harvest	IL119322	11.92761203	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.5D	IL.5	5D	Carthage	Hybrids	Harvest	IL119322	12.17141013	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.5E	IL.5	5E	CIR	Uplands	Harvest	IL119322	11.77648293	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	IL	IL_19	IL.5F	IL.5	5F	Alamo	Lowlands	Harvest	IL119322	5.468818723	2.54	-0.068	-9.283714286	19.6595744	3.302	3.025461538	-6.617615385	33.72208838	91.948	7.046	-2.412758621	45.89702292	245.11	13.75955932	3.454186441	70.23000562	354.33	17.6671236	7.051426966	80.45160124	401.828	20.27541176	9.241991597	93.70551128	515.112	22.26895302	11.11997987	103.9316885	663.956	22.56225698	11.30617877	106.4486565	898.398	21.72145455	10.49129665	103.8217975	949.452	20.66256067	9.342811715	102.3472878	1012.444	18.67731227	7.594490706	96.46557269	1173.226	13.93086813	3.629494505	80.92946072
Y2019	MO	MO_19	MO.1A	MO.1	1A	Alamo	Lowlands	Harvest	MO119329	0.475	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.1B	MO.1	1B	Liberty	Hybrids	Harvest	MO119329	12.035	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.1C	MO.1	1C	Kanlow	Lowlands	Harvest	MO119329	7.83	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.1D	MO.1	1D	Blackwell	Uplands	Harvest	MO119329	10.51	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.1E	MO.1	1E	Carthage	Hybrids	Harvest	MO119329	12.6	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.1F	MO.1	1F	CIR	Uplands	Harvest	MO119329	9.235	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.2A	MO.2	2A	CIR	Uplands	Harvest	MO119329	8.415	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.2B	MO.2	2B	Carthage	Hybrids	Harvest	MO119329	8.975	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.2C	MO.2	2C	Liberty	Hybrids	Harvest	MO119329	10.125	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.2D	MO.2	2D	Kanlow	Lowlands	Harvest	MO119329	6.01	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.2E	MO.2	2E	Blackwell	Uplands	Harvest	MO119329	9.9	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.2F	MO.2	2F	Alamo	Lowlands	Harvest	MO119329	0.615	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.3A	MO.3	3A	Kanlow	Lowlands	Harvest	MO119329	5.975	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.3B	MO.3	3B	Liberty	Hybrids	Harvest	MO119329	12.195	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.3C	MO.3	3C	CIR	Uplands	Harvest	MO119329	10.2	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.3D	MO.3	3D	Alamo	Lowlands	Harvest	MO119329	1.35	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.3E	MO.3	3E	Carthage	Hybrids	Harvest	MO119329	10.41	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
Y2019	MO	MO_19	MO.3F	MO.3	3F	Blackwell	Uplands	Harvest	MO119329	10.72	7.87	12.32857143	0.914285714	83.29480963	12.19	9.178571429	-2.707142857	62.48597783	54.86	9.37	-1.99	65.3346199	138.16	14.54	2.818333333	86.85122078	211.81	18.99555556	7.456666667	101.320278	315.19	21.375	10.12	108.6839404	382.51	23.08533333	12.00333333	118.9155895	536.69	23.63055556	12.69111111	119.4828627	699.5	23.45619048	12.62190476	117.0655356	750.05	22.88458333	11.8575	117.9287306	843.52	21.38185185	10.44851852	112.7976416	1022.57	16.82	6.39890411	94.77037521
