Plot,Transect,Sampling Date,SPP6,Number,MeanWeight,TotWeight
PFCA 3,2,2019-10-17,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 3,2,2019-10-17,RUDSUB,1,0.9408,0.9408
PFCA 3,2,2019-10-17,CERSPP,1,0.1108952380952381,0.1108952380952381
PFCA 3,2,2019-10-17,CYPACU,4,0.06564,0.26256
PFCA 1,4,2019-10-17,LESCUN,17,1.676333333333333,28.49766666666666
PFCA 1,4,2019-10-17,KUMSPP,6,1.6195276362083333,9.717165817249999
PFCA 1,4,2019-10-17,SETSPP,354,1.3855,490.467
PFCA 1,4,2019-10-17,DIGISC,538,0.7629692333333333,410.4774475333333
PFCA 1,4,2019-10-17,ERASPE,2,0.07540000000000001,0.15080000000000002
PFCA 1,4,2019-10-17,RUDHIR,17,0.4013691482916667,6.823275520958334
PFCA 1,4,2019-10-17,RATPIN,3,0.8603238096666666,2.580971429
PFCA 1,4,2019-10-17,RUDSUB,5,0.9408,4.704
PFCA 1,4,2019-10-17,EUPSPP,9,0.6856395833333334,6.170756250000001
PFCA 1,4,2019-10-17,PENDIG,170,0.26892472222222236,45.7172027777778
PFCA 1,5,2019-10-17,CONCAN,2,0.05584311111111111,0.11168622222222221
PFCA 1,5,2019-10-17,EUPSPP,32,0.6856395833333334,21.94046666666667
PFCA 1,5,2019-10-17,AMBART,1,3.30768,3.30768
PFCA 1,5,2019-10-17,RATPIN,5,0.8603238096666666,4.3016190483333325
PFCA 1,5,2019-10-17,SETSPP,180,1.3855,249.39
PFCA 1,5,2019-10-17,DIGISC,2789,0.7629692333333333,2127.9211917666667
PFCA 1,5,2019-10-17,CORTRI,10,2.5625999999999998,25.625999999999998
PFCA 1,5,2019-10-17,PENDIG,92,0.26892472222222236,24.741074444444457
PFCA 1,5,2019-10-17,ECHCRU,1,1.458983333333333,1.458983333333333
PFCA 1,5,2019-10-17,ACHMIL,10,0.2219908636428572,2.219908636428572
PFCA 1,5,2019-10-17,HYPPUN,4,0.0568047619047619,0.2272190476190476
PFCA 1,5,2019-10-17,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 1,5,2019-10-17,PANCAP,1,0.34492,0.34492
PFCA 1,5,2019-10-17,SILINT,1,20.40406904761905,20.40406904761905
PFCA 1,5,2019-10-17,SOLALT,3,0.08345833333333333,0.250375
PFCA 1,1,2019-10-17,SOLALT,5,0.08345833333333333,0.4172916666666666
PFCA 1,1,2019-10-17,PYCTEN,1,0.07830793650793652,0.07830793650793652
PFCA 1,1,2019-10-17,MEDLUP,1,1.523170634920635,1.523170634920635
PFCA 1,1,2019-10-17,SETSPP,51,1.3855,70.6605
PFCA 1,1,2019-10-17,CHAFAS,41,7.381539394,302.643115154
PFCA 1,1,2019-10-17,AMBART,2,3.30768,6.61536
PFCA 1,1,2019-10-17,PENDIG,2,0.26892472222222236,0.5378494444444447
PFCA 1,1,2019-10-17,SORNUT,1,1.9083801666666669,1.9083801666666669
PFCA 1,1,2019-10-17,DIGISC,15,0.7629692333333333,11.4445385
PFCA 1,1,2019-10-17,ACAVIR,4,0.6113333333333333,2.445333333333333
TP,10,2019-10-17,SOLALT,47,0.08345833333333333,3.9225416666666666
TP,10,2019-10-17,SETPAR,2,1.582214433333333,3.164428866666666
TP,10,2019-10-17,DICLAN,7,0.2403836666666667,1.6826856666666667
TP,10,2019-10-17,CROSAG,10,6.440666666666667,64.40666666666667
TP,10,2019-10-17,CHAFAS,1,7.381539394,7.381539394
TP,10,2019-10-17,PYCTEN,127,0.07830793650793652,9.945107936507938
TP,10,2019-10-17,SCHSCO,14,1.2507505000476191,17.510507000666667
TP,10,2019-10-17,AGASPP,5,0.0498,0.249
TP,10,2019-10-17,VERSPP,1,1.0889,1.0889
TP,3,2019-10-17,ACAVIR,1,0.6113333333333333,0.6113333333333333
TP,3,2019-10-17,ACHMIL,1,0.2219908636428572,0.2219908636428572
TP,3,2019-10-17,DESSPP,24,4.89925,117.58200000000001
TP,3,2019-10-17,ELESPP,1,,
TP,3,2019-10-17,SETPAR,1,1.582214433333333,1.582214433333333
TP,3,2019-10-17,SORNUT,12,1.9083801666666669,22.900562
TP,3,2019-10-17,SOLALT,13,0.08345833333333333,1.0849583333333332
TP,3,2019-10-17,BARVUL,9,0.6333466666666666,5.700119999999999
TP,3,2019-10-17,SCHSCO,7,1.2507505000476191,8.755253500333334
TP,3,2019-10-17,ANDGER,32,2.256351194444445,72.20323822222224
TP,3,2019-10-17,HELMOL,1,4.022819047666667,4.022819047666667
TP,3,2019-10-17,ANDGER,1,2.256351194444445,2.256351194444445
TP,3,2019-10-17,TRIFLA,1,1.04422,1.04422
TP,3,2019-10-17,PYCTEN,188,0.07830793650793652,14.721892063492065
TP,3,2019-10-17,FESPAR,3,1.0607,3.1821
PFCA 3,10,2019-10-17,LESVIR,6,1.914,11.484
PFCA 3,10,2019-10-17,SORNUT,11,1.9083801666666669,20.992181833333337
PFCA 3,10,2019-10-17,SCHSCO,2,1.2507505000476191,2.5015010000952382
PFCA 3,10,2019-10-17,ERYYUC,21,3.903582083333333,81.97522374999998
PFCA 3,10,2019-10-17,TRIFLA,2,1.04422,2.08844
PFCA 3,10,2019-10-17,CARFES,2,0.8268,1.6536
PFCA 3,10,2019-10-17,LESCAP,27,2.77058860575,74.80589235525
PFCA 3,10,2019-10-17,CARBUS,2,2.4875442857142858,4.9750885714285715
PFCA 1,2,2019-10-17,OENBIE,9,0.385047878375,3.465430905375
PFCA 1,2,2019-10-17,PENDIG,486,0.26892472222222236,130.69741500000006
PFCA 1,2,2019-10-17,SETSPP,9,1.3855,12.4695
PFCA 1,2,2019-10-17,ACAVIR,2,0.6113333333333333,1.2226666666666666
PFCA 1,2,2019-10-17,DIGISC,39,0.7629692333333333,29.7558001
PFCA 1,2,2019-10-17,EUPSPP,4,0.6856395833333334,2.7425583333333337
PFCA 1,2,2019-10-17,CONCAN,1,0.05584311111111111,0.05584311111111111
PFCA 1,2,2019-10-17,SOLALT,14,0.08345833333333333,1.1684166666666667
PFCA 1,2,2019-10-17,KUMSPP,11,1.6195276362083333,17.814803998291666
PFCA 2,2,2019-10-17,ERYYUC,2,3.903582083333333,7.807164166666666
PFCA 2,2,2019-10-17,SETSPP,36,1.3855,49.878
PFCA 2,2,2019-10-17,ECHCRU,1,1.458983333333333,1.458983333333333
PFCA 2,2,2019-10-17,SCHSCO,2,1.2507505000476191,2.5015010000952382
PFCA 2,2,2019-10-17,SORNUT,8,1.9083801666666669,15.267041333333335
PFCA 2,2,2019-10-17,DIGISC,11,0.7629692333333333,8.392661566666666
PFCA 2,2,2019-10-17,MEDLUP,7,1.523170634920635,10.662194444444445
PFCA 2,2,2019-10-17,KUMSPP,2,1.6195276362083333,3.2390552724166666
PFCA 2,2,2019-10-17,CORLAN,1,1.3795757576666672,1.3795757576666672
PFCA 2,2,2019-10-17,OXADIL,1,0.1922,0.1922
PFCA 2,2,2019-10-17,RATPIN,5,0.8603238096666666,4.3016190483333325
PFCA 2,2,2019-10-17,MONFIS,4,0.3551962352499999,1.4207849409999995
PFCA 2,2,2019-10-17,PYCTEN,1,0.07830793650793652,0.07830793650793652
PFCA 2,2,2019-10-17,PENDIG,12,0.26892472222222236,3.227096666666668
PFCA 2,2,2019-10-17,CARBUS,1,2.4875442857142858,2.4875442857142858
PFCA 3,4,2019-10-17,OXADIL,1,0.1922,0.1922
PFCA 3,4,2019-10-17,ERYYUC,12,3.903582083333333,46.84298499999999
PFCA 3,4,2019-10-17,IPOHED,1,28.19,28.19
PFCA 3,4,2019-10-17,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 3,4,2019-10-17,CHAFAS,2,7.381539394,14.763078788
PFCA 3,4,2019-10-17,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 3,4,2019-10-17,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 3,4,2019-10-17,SORNUT,40,1.9083801666666669,76.33520666666668
PFCA 3,4,2019-10-17,KUMSPP,9,1.6195276362083333,14.575748725875
PFCA 3,4,2019-10-17,PENDIG,3,0.26892472222222236,0.806774166666667
PFCA 3,1,2019-10-17,VERSPP,1,1.0889,1.0889
PFCA 3,1,2019-10-17,HELHEL,1,4.330000000000001,4.330000000000001
PFCA 3,1,2019-10-17,ERYYUC,2,3.903582083333333,7.807164166666666
PFCA 3,1,2019-10-17,LESVIR,1,1.914,1.914
PFCA 3,1,2019-10-17,SORNUT,28,1.9083801666666669,53.43464466666667
PFCA 3,1,2019-10-17,CYPACU,1,0.06564,0.06564
PFCA 3,1,2019-10-17,MELSPP,2,2.322282,4.644564
PFCA 3,1,2019-10-17,RUDHIR,2,0.4013691482916667,0.8027382965833334
TP,7,2019-10-17,POLSPP,1,0.3775,0.3775
TP,7,2019-10-17,PYCTEN,3,0.07830793650793652,0.23492380952380956
TP,7,2019-10-17,DICLAN,1,0.2403836666666667,0.2403836666666667
TP,7,2019-10-17,LINSUL,1,0.3366666666666666,0.3366666666666666
TP,7,2019-10-17,SOLALT,88,0.08345833333333333,7.344333333333333
TP,7,2019-10-17,CIRALT,1,4.2906,4.2906
TP,7,2019-10-17,OENBIE,97,0.385047878375,37.349644202374996
TP,7,2019-10-17,SCHSCO,32,1.2507505000476191,40.02401600152381
TP,7,2019-10-17,VERSPP,8,1.0889,8.7112
TP,7,2019-10-17,SORNUT,5,1.9083801666666669,9.541900833333335
TP,7,2019-10-17,HELMOL,1,4.022819047666667,4.022819047666667
TP,7,2019-10-17,LYCAME,33,0.153,5.0489999999999995
TP,7,2019-10-17,ACAVIR,1,0.6113333333333333,0.6113333333333333
TP,7,2019-10-17,RUDHIR,8,0.4013691482916667,3.2109531863333336
PFCA 2,7,2019-10-17,TRIFLA,1,1.04422,1.04422
PFCA 2,7,2019-10-17,CHAFAS,1,7.381539394,7.381539394
PFCA 2,7,2019-10-17,AMBART,1,3.30768,3.30768
PFCA 2,7,2019-10-17,SORNUT,20,1.9083801666666669,38.16760333333334
PFCA 2,7,2019-10-17,ANDGER,22,2.256351194444445,49.63972627777779
PFCA 2,7,2019-10-17,RATPIN,3,0.8603238096666666,2.580971429
PFCA 2,7,2019-10-17,FESPAR,2,1.0607,2.1214
TP,8,2019-10-17,ANDGER,1,2.256351194444445,2.256351194444445
TP,8,2019-10-17,SCHSCO,8,1.2507505000476191,10.006004000380953
TP,8,2019-10-17,PYCTEN,3,0.07830793650793652,0.23492380952380956
TP,8,2019-10-17,VERSPP,1,1.0889,1.0889
TP,8,2019-10-17,LESCAP,3,2.77058860575,8.31176581725
TP,8,2019-10-17,CHAFAS,4,7.381539394,29.526157576
TP,8,2019-10-17,OENBIE,18,0.385047878375,6.93086181075
TP,8,2019-10-17,SORNUT,3,1.9083801666666669,5.7251405
TP,8,2019-10-17,HELMOL,20,4.022819047666667,80.45638095333334
TP,8,2019-10-17,CARBUS,1,2.4875442857142858,2.4875442857142858
TP,8,2019-10-17,SOLALT,20,0.08345833333333333,1.6691666666666665
PFCA 1,10,2019-10-17,CHAFAS,17,7.381539394,125.486169698
PFCA 1,10,2019-10-17,SORNUT,7,1.9083801666666669,13.358661166666668
PFCA 1,10,2019-10-17,CORTRI,7,2.5625999999999998,17.9382
PFCA 1,10,2019-10-17,ACHMIL,5,0.2219908636428572,1.109954318214286
PFCA 1,10,2019-10-17,FESPAR,1,1.0607,1.0607
PFCA 1,10,2019-10-17,SOLALT,3,0.08345833333333333,0.250375
PFCA 1,10,2019-10-17,EUPSPP,90,0.6856395833333334,61.70756250000001
PFCA 1,10,2019-10-17,DIGISC,209,0.7629692333333333,159.46056976666668
PFCA 1,10,2019-10-17,SETSPP,46,1.3855,63.733
PFCA 1,10,2019-10-17,RUDHIR,3,0.4013691482916667,1.204107444875
PFCA 1,10,2019-10-17,KUMSPP,16,1.6195276362083333,25.912442179333333
PFCA 1,10,2019-10-17,RATPIN,29,0.8603238096666666,24.94939048033333
PFCA 3,6,2019-10-17,LESVIR,77,1.914,147.378
PFCA 3,6,2019-10-17,SORNUT,10,1.9083801666666669,19.08380166666667
PFCA 3,6,2019-10-17,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 3,6,2019-10-17,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 3,6,2019-10-17,PENDIG,2,0.26892472222222236,0.5378494444444447
PFCA 3,6,2019-10-17,AGRHYE,1,0.04116984126984127,0.04116984126984127
PFCA 3,6,2019-10-17,OXADIL,1,0.1922,0.1922
PFCA 3,6,2019-10-17,RUDHIR,1,0.4013691482916667,0.4013691482916667
PFCA 3,6,2019-10-17,ERYYUC,8,3.903582083333333,31.228656666666662
PFCA 3,6,2019-10-17,DESSPP,2,4.89925,9.7985
TP,1,2019-10-17,DESSPP,21,4.89925,102.88425000000001
TP,1,2019-10-17,GALOBT,1,2.54,2.54
TP,1,2019-10-17,VERSPP,2,1.0889,2.1778
TP,1,2019-10-17,HELMOL,5,4.022819047666667,20.114095238333334
TP,1,2019-10-17,SPOHET,1,1.9417507142857149,1.9417507142857149
TP,1,2019-10-17,SORNUT,21,1.9083801666666669,40.07598350000001
TP,1,2019-10-17,SCHSCO,4,1.2507505000476191,5.0030020001904765
TP,1,2019-10-17,ANDGER,8,2.256351194444445,18.05080955555556
TP,1,2019-10-17,EUPCOR,1,3.817827777777776,3.817827777777776
TP,1,2019-10-17,SOLALT,5,0.08345833333333333,0.4172916666666666
TP,1,2019-10-17,PYCTEN,129,0.07830793650793652,10.101723809523811
TP,2,2019-10-17,PYCTEN,189,0.07830793650793652,14.800200000000002
TP,2,2019-10-17,DESSPP,3,4.89925,14.697750000000001
TP,2,2019-10-17,HELMOL,13,4.022819047666667,52.29664761966667
TP,2,2019-10-17,ANDGER,4,2.256351194444445,9.02540477777778
TP,2,2019-10-17,SORNUT,11,1.9083801666666669,20.992181833333337
TP,2,2019-10-17,CIRALT,1,4.2906,4.2906
TP,2,2019-10-17,VERSPP,3,1.0889,3.2667
TP,2,2019-10-17,SCHSCO,10,1.2507505000476191,12.507505000476192
TP,2,2019-10-17,SOLALT,6,0.08345833333333333,0.50075
TP,2,2019-10-17,POAPRA,2,0.2459279172857143,0.4918558345714286
TP,4,2019-10-17,HELMOL,2,4.022819047666667,8.045638095333334
TP,4,2019-10-17,RUDHIR,7,0.4013691482916667,2.809584038041667
TP,4,2019-10-17,VERSPP,5,1.0889,5.4445
TP,4,2019-10-17,FESPAR,2,1.0607,2.1214
TP,4,2019-10-17,CIRALT,1,4.2906,4.2906
TP,4,2019-10-17,DICLAN,1,0.2403836666666667,0.2403836666666667
TP,4,2019-10-17,SOLALT,28,0.08345833333333333,2.3368333333333333
TP,4,2019-10-17,SCHSCO,73,1.2507505000476191,91.3047865034762
TP,4,2019-10-17,LESCAP,44,2.77058860575,121.905898653
TP,4,2019-10-17,ANDGER,18,2.256351194444445,40.61432150000001
TP,4,2019-10-17,SORNUT,61,1.9083801666666669,116.41119016666669
TP,4,2019-10-17,CARFES,1,0.8268,0.8268
TP,9,2019-10-17,SCHSCO,15,1.2507505000476191,18.761257500714287
TP,9,2019-10-17,ANDGER,6,2.256351194444445,13.53810716666667
TP,9,2019-10-17,EUPCOR,2,3.817827777777776,7.635655555555552
TP,9,2019-10-17,ACHMIL,2,0.2219908636428572,0.4439817272857144
TP,9,2019-10-17,SETPAR,1,1.582214433333333,1.582214433333333
TP,9,2019-10-17,CROSAG,14,6.440666666666667,90.16933333333334
TP,9,2019-10-17,VERSPP,5,1.0889,5.4445
TP,9,2019-10-17,CHAFAS,40,7.381539394,295.26157575999997
TP,9,2019-10-17,OENFIL,1,8.946900000000001,8.946900000000001
TP,9,2019-10-17,SORNUT,12,1.9083801666666669,22.900562
TP,9,2019-10-17,OENBIE,8,0.385047878375,3.080383027
TP,9,2019-10-17,RUBSPP,1,2.70238,2.70238
TP,9,2019-10-17,CARFES,1,0.8268,0.8268
TP,9,2019-10-17,SOLALT,67,0.08345833333333333,5.591708333333333
TP,9,2019-10-17,PYCTEN,30,0.07830793650793652,2.349238095238096
TP,5,2019-10-17,DESSPP,22,4.89925,107.7835
TP,5,2019-10-17,ANDGER,5,2.256351194444445,11.281755972222225
TP,5,2019-10-17,SORNUT,19,1.9083801666666669,36.25922316666667
TP,5,2019-10-17,SOLALT,7,0.08345833333333333,0.5842083333333333
TP,5,2019-10-17,CHAFAS,4,7.381539394,29.526157576
TP,5,2019-10-17,SCHSCO,4,1.2507505000476191,5.0030020001904765
TP,5,2019-10-17,PYCTEN,36,0.07830793650793652,2.819085714285715
TP,5,2019-10-17,HELMOL,13,4.022819047666667,52.29664761966667
TP,5,2019-10-17,UNKSYM1,1,,
TP,6,2019-10-17,OENBIE,1,0.385047878375,0.385047878375
TP,6,2019-10-17,ACAVIR,1,0.6113333333333333,0.6113333333333333
TP,6,2019-10-17,ANDGER,9,2.256351194444445,20.307160750000005
TP,6,2019-10-17,VERSPP,11,1.0889,11.9779
TP,6,2019-10-17,SORNUT,5,1.9083801666666669,9.541900833333335
TP,6,2019-10-17,PYCTEN,12,0.07830793650793652,0.9396952380952382
TP,6,2019-10-17,SETPAR,2,1.582214433333333,3.164428866666666
TP,6,2019-10-17,HELMOL,3,4.022819047666667,12.068457143000002
TP,6,2019-10-17,LINSUL,3,0.3366666666666666,1.0099999999999998
TP,6,2019-10-17,ERYYUC,3,3.903582083333333,11.710746249999998
TP,6,2019-10-17,SOLALT,1,0.08345833333333333,0.08345833333333333
TP,6,2019-10-17,SCHSCO,21,1.2507505000476191,26.265760501000003
PFCA 1,8,2019-10-17,EUPSPP,1775,0.6856395833333334,1217.0102604166668
PFCA 1,8,2019-10-17,CONCAN,2,0.05584311111111111,0.11168622222222221
PFCA 1,8,2019-10-17,SPHOBT,1,0.3955190476190476,0.3955190476190476
PFCA 1,8,2019-10-17,SOLALT,6,0.08345833333333333,0.50075
PFCA 1,8,2019-10-17,VERSPP,1,1.0889,1.0889
PFCA 1,8,2019-10-17,OENFIL,1,8.946900000000001,8.946900000000001
PFCA 1,8,2019-10-17,RATPIN,1,0.8603238096666666,0.8603238096666666
PFCA 1,8,2019-10-17,SETSPP,68,1.3855,94.214
PFCA 1,8,2019-10-17,DIGISC,602,0.7629692333333333,459.3074784666667
PFCA 1,8,2019-10-17,ERASPE,81,0.07540000000000001,6.107400000000001
PFCA 1,8,2019-10-17,TRIFLA,1,1.04422,1.04422
PFCA 1,8,2019-10-17,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 1,8,2019-10-17,AMBART,1,3.30768,3.30768
PFCA 1,8,2019-10-17,CYPECH,11,0.379847619047619,4.178323809523809
PFCA 1,8,2019-10-17,SORNUT,8,1.9083801666666669,15.267041333333335
PFCA 1,8,2019-10-17,DESSPP,1,4.89925,4.89925
PFCA 1,6,2019-10-17,AGASPP,2,0.0498,0.0996
PFCA 1,6,2019-10-17,VERSPP,1,1.0889,1.0889
PFCA 1,6,2019-10-17,CYPECH,1,0.379847619047619,0.379847619047619
PFCA 1,6,2019-10-17,KUMSPP,7,1.6195276362083333,11.336693453458333
PFCA 1,6,2019-10-17,RUDSUB,8,0.9408,7.5264
PFCA 1,6,2019-10-17,CORTRI,3,2.5625999999999998,7.687799999999999
PFCA 1,6,2019-10-17,SORNUT,2,1.9083801666666669,3.8167603333333338
PFCA 1,6,2019-10-17,SOLALT,37,0.08345833333333333,3.0879583333333334
PFCA 1,6,2019-10-17,RATPIN,7,0.8603238096666666,6.022266667666666
PFCA 1,6,2019-10-17,SETSPP,197,1.3855,272.9435
PFCA 1,6,2019-10-17,AMBART,12,3.30768,39.69216
PFCA 1,6,2019-10-17,SILINT,2,20.40406904761905,40.8081380952381
PFCA 1,6,2019-10-17,CONCAN,14,0.05584311111111111,0.7818035555555555
PFCA 1,6,2019-10-17,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 1,6,2019-10-17,ACAVIR,2,0.6113333333333333,1.2226666666666666
PFCA 1,6,2019-10-17,OENBIE,31,0.385047878375,11.936484229625
PFCA 1,6,2019-10-17,DIGISC,1183,0.7629692333333333,902.5926030333334
PFCA 1,6,2019-10-17,EUPSPP,932,0.6856395833333334,639.0160916666667
PFCA 3,9,2019-10-17,ERYYUC,8,3.903582083333333,31.228656666666662
PFCA 3,9,2019-10-17,CHAFAS,3,7.381539394,22.144618182
PFCA 3,9,2019-10-17,TRIFLA,1,1.04422,1.04422
PFCA 3,9,2019-10-17,PENDIG,20,0.26892472222222236,5.378494444444447
PFCA 3,9,2019-10-17,MELSPP,3,2.322282,6.966846
PFCA 3,9,2019-10-17,ANDGER,1,2.256351194444445,2.256351194444445
PFCA 3,9,2019-10-17,LESCAP,7,2.77058860575,19.39412024025
PFCA 3,9,2019-10-17,DESSPP,2,4.89925,9.7985
PFCA 3,9,2019-10-17,SCHSCO,2,1.2507505000476191,2.5015010000952382
PFCA 3,9,2019-10-17,OENFIL,2,8.946900000000001,17.893800000000002
PFCA 3,9,2019-10-17,LESCUN,19,1.676333333333333,31.850333333333328
PFCA 3,9,2019-10-17,SORNUT,58,1.9083801666666669,110.68604966666668
PFCA 2,9,2019-10-17,SCIPEN,1,0.062,0.062
PFCA 2,9,2019-10-17,PYCTEN,22,0.07830793650793652,1.7227746031746034
PFCA 2,9,2019-10-17,SOLALT,4,0.08345833333333333,0.3338333333333333
PFCA 2,9,2019-10-17,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,9,2019-10-17,POAPRA,4,0.2459279172857143,0.9837116691428572
PFCA 2,9,2019-10-17,DIGISC,9,0.7629692333333333,6.8667231
PFCA 2,9,2019-10-17,RATPIN,8,0.8603238096666666,6.882590477333332
PFCA 2,9,2019-10-17,SORNUT,20,1.9083801666666669,38.16760333333334
PFCA 2,9,2019-10-17,PENDIG,8,0.26892472222222236,2.151397777777779
PFCA 2,9,2019-10-17,SETSPP,28,1.3855,38.794
PFCA 2,9,2019-10-17,RUDSUB,1,0.9408,0.9408
PFCA 2,3,2019-10-17,PYCTEN,2,0.07830793650793652,0.15661587301587304
PFCA 2,3,2019-10-17,MONFIS,1,0.3551962352499999,0.3551962352499999
PFCA 2,3,2019-10-17,SOLALT,17,0.08345833333333333,1.4187916666666667
PFCA 2,3,2019-10-17,EUPSPP,51,0.6856395833333334,34.96761875000001
PFCA 2,3,2019-10-17,TRIFLA,1,1.04422,1.04422
PFCA 2,3,2019-10-17,PENDIG,46,0.26892472222222236,12.370537222222229
PFCA 2,3,2019-10-17,LESCUN,11,1.676333333333333,18.439666666666664
PFCA 2,3,2019-10-17,LESVIR,5,1.914,9.57
PFCA 2,3,2019-10-17,RUDSUB,8,0.9408,7.5264
PFCA 2,3,2019-10-17,ERYYUC,5,3.903582083333333,19.517910416666663
PFCA 2,3,2019-10-17,SORNUT,26,1.9083801666666669,49.617884333333336
PFCA 2,3,2019-10-17,RATPIN,4,0.8603238096666666,3.441295238666666
PFCA 2,3,2019-10-17,SETSPP,21,1.3855,29.095499999999998
PFCA 2,3,2019-10-17,DIGISC,130,0.7629692333333333,99.18600033333334
PFCA 2,3,2019-10-17,LESCAP,3,2.77058860575,8.31176581725
PFCA 2,3,2019-10-17,RUDHIR,14,0.4013691482916667,5.619168076083334
PFCA 2,3,2019-10-17,BOLAST,6,0.2682630952380952,1.6095785714285713
PFCA 2,3,2019-10-17,BIDARI,1,2.101,2.101
PFCA 3,5,2019-10-17,SORNUT,1,1.9083801666666669,1.9083801666666669
PFCA 3,5,2019-10-17,MELSPP,2,2.322282,4.644564
PFCA 3,5,2019-10-17,SALAZU,1,3.41392,3.41392
PFCA 3,5,2019-10-17,ERYYUC,3,3.903582083333333,11.710746249999998
PFCA 3,5,2019-10-17,SORNUT,31,1.9083801666666669,59.15978516666667
PFCA 3,5,2019-10-17,SCHSCO,20,1.2507505000476191,25.015010000952383
PFCA 3,5,2019-10-17,ANDGER,3,2.256351194444445,6.769053583333335
PFCA 3,5,2019-10-17,DESSPP,1,4.89925,4.89925
PFCA 1,9,2019-10-17,DIGISC,152,0.7629692333333333,115.97132346666666
PFCA 1,9,2019-10-17,EUPSPP,92,0.6856395833333334,63.078841666666676
PFCA 1,9,2019-10-17,RUDHIR,21,0.4013691482916667,8.428752114125
PFCA 1,9,2019-10-17,ACAVIR,5,0.6113333333333333,3.0566666666666666
PFCA 1,9,2019-10-17,DESSPP,3,4.89925,14.697750000000001
PFCA 1,9,2019-10-17,RATPIN,5,0.8603238096666666,4.3016190483333325
PFCA 1,9,2019-10-17,ERASPE,1,0.07540000000000001,0.07540000000000001
PFCA 1,9,2019-10-17,KUMSPP,1,1.6195276362083333,1.6195276362083333
PFCA 1,9,2019-10-17,ERIVIL,2,1.1196,2.2392
PFCA 1,9,2019-10-17,CHAFAS,20,7.381539394,147.63078787999999
PFCA 1,9,2019-10-17,SOLALT,3,0.08345833333333333,0.250375
PFCA 1,9,2019-10-17,SETSPP,126,1.3855,174.573
PFCA 1,9,2019-10-17,SORNUT,1,1.9083801666666669,1.9083801666666669
PFCA 1,9,2019-10-17,CORTRI,3,2.5625999999999998,7.687799999999999
PFCA 1,9,2019-10-17,CONCAN,1,0.05584311111111111,0.05584311111111111
PFCA 1,9,2019-10-17,AMBART,5,3.30768,16.5384
PFCA 1,7,2019-10-17,RATPIN,16,0.8603238096666666,13.765180954666665
PFCA 1,7,2019-10-17,CYPECH,12,0.379847619047619,4.558171428571428
PFCA 1,7,2019-10-17,SORNUT,3,1.9083801666666669,5.7251405
PFCA 1,7,2019-10-17,OENBIE,1,0.385047878375,0.385047878375
PFCA 1,7,2019-10-17,FESPAR,4,1.0607,4.2428
PFCA 1,7,2019-10-17,CHAFAS,3,7.381539394,22.144618182
PFCA 1,7,2019-10-17,SETSPP,18,1.3855,24.939
PFCA 1,7,2019-10-17,DIGISC,467,0.7629692333333333,356.30663196666666
PFCA 1,7,2019-10-17,CORTRI,3,2.5625999999999998,7.687799999999999
PFCA 1,7,2019-10-17,AMBART,2,3.30768,6.61536
PFCA 1,7,2019-10-17,BIDARI,61,2.101,128.161
PFCA 1,7,2019-10-17,SOLALT,14,0.08345833333333333,1.1684166666666667
PFCA 1,7,2019-10-17,ACHMIL,10,0.2219908636428572,2.219908636428572
PFCA 1,7,2019-10-17,ACAVIR,1,0.6113333333333333,0.6113333333333333
PFCA 1,7,2019-10-17,EUPSPP,516,0.6856395833333334,353.790025
PFCA 2,6,2019-10-17,SYMSPP,2,2.4399198451156465,4.879839690231293
PFCA 2,6,2019-10-17,RATPIN,6,0.8603238096666666,5.161942858
PFCA 2,6,2019-10-17,BIDARI,1,2.101,2.101
PFCA 2,6,2019-10-17,PENDIG,8,0.26892472222222236,2.151397777777779
PFCA 2,6,2019-10-17,SETSPP,8,1.3855,11.084
PFCA 2,6,2019-10-17,DIGISC,1,0.7629692333333333,0.7629692333333333
PFCA 2,6,2019-10-17,SOLALT,1,0.08345833333333333,0.08345833333333333
PFCA 2,6,2019-10-17,EUPSPP,2,0.6856395833333334,1.3712791666666668
PFCA 2,6,2019-10-17,PYCTEN,40,0.07830793650793652,3.132317460317461
PFCA 2,6,2019-10-17,MELSPP,14,2.322282,32.511948
PFCA 2,6,2019-10-17,SORNUT,12,1.9083801666666669,22.900562
PFCA 2,6,2019-10-17,SCHSCO,1,1.2507505000476191,1.2507505000476191
PFCA 2,5,2019-10-17,AMATUB,1,0.2294,0.2294
PFCA 2,5,2019-10-17,SOLALT,4,0.08345833333333333,0.3338333333333333
PFCA 2,5,2019-10-17,DIGISC,55,0.7629692333333333,41.96330783333333
PFCA 2,5,2019-10-17,SORNUT,17,1.9083801666666669,32.44246283333334
PFCA 2,5,2019-10-17,SPHOBT,3,0.3955190476190476,1.1865571428571429
PFCA 2,5,2019-10-17,ERYYUC,3,3.903582083333333,11.710746249999998
